Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Assembly BioProject Accession	Assembly BioSample Accession
GCF_044748445.1	ASM4474844v1	Pseudomonas cyclaminis		NPDC089998					PRJNA1106891	SAMN43997526
GCA_041008185.1	ASM4100818v1	Pseudomonas neuropathica		Phyllo_187					PRJNA961062	SAMN40556837
GCF_041008185.1	ASM4100818v1	Pseudomonas neuropathica		Phyllo_187					PRJNA961062	SAMN40556837
GCA_015163725.1	ASM1516372v1	Pseudomonas cyclaminis		MAFF 301451					PRJNA670593	SAMN16513464
GCF_015163725.1	ASM1516372v1	Pseudomonas cyclaminis		MAFF 301451					PRJNA670593	SAMN16513464
GCA_021166655.1	ASM2116665v1	Pseudomonas petroselini		MAFF 311097					PRJNA785392	SAMN23560444
GCF_021166655.1	ASM2116665v1	Pseudomonas petroselini		MAFF 311097					PRJNA785392	SAMN23560444
GCA_021166545.1	ASM2116654v1	Pseudomonas petroselini		MAFF 311095					PRJNA785389	SAMN23560442
GCF_021166545.1	ASM2116654v1	Pseudomonas petroselini		MAFF 311095					PRJNA785389	SAMN23560442
GCA_900636635.1	43721_H02	Pseudomonas fluorescens		NCTC10783					PRJEB6403	SAMEA3724085
GCF_900636635.1	43721_H02	Pseudomonas fluorescens		NCTC10783					PRJEB6403	SAMEA3724085
GCA_003612935.1	ASM361293v1	Pseudomonas fluorescens		SIK_W1					PRJNA484288	SAMN09762565
GCF_003612935.1	ASM361293v1	Pseudomonas fluorescens		SIK_W1					PRJNA484288	SAMN09762565
GCA_017948385.1	ASM1794838v1	Pseudomonas fluorescens		JNU01					PRJNA720244	SAMN18643063
GCF_017948385.1	ASM1794838v1	Pseudomonas fluorescens		JNU01					PRJNA720244	SAMN18643063
GCA_010668965.1	ASM1066896v1	Pseudomonas fluorescens		DR133					PRJNA604478	SAMN13972922
GCF_010668965.1	ASM1066896v1	Pseudomonas fluorescens		DR133					PRJNA604478	SAMN13972922
GCA_020809085.1	ASM2080908v1	Pseudomonas fluorescens		R6-28-08					PRJNA666450	SAMN20933723
GCF_020809085.1	ASM2080908v1	Pseudomonas fluorescens		R6-28-08					PRJNA666450	SAMN20933723
GCA_035203565.1	ASM3520356v1	Pseudomonas fluorescens		CFBP2392					PRJNA1008137	SAMN37110900
GCA_003410335.1	ASM341033v1	Pseudomonas fluorescens		Pf275					PRJNA485852	SAMN09829193
GCF_003410335.1	ASM341033v1	Pseudomonas fluorescens		Pf275					PRJNA485852	SAMN09829193
GCA_949788755.1	SF1671_chromosome	Pseudomonas fluorescens		SF1671 substr. 0		0	SF1671		PRJEB60605	SAMEA112773100
GCA_902825215.1	PfAR1	Pseudomonas fluorescens					PfAR1		PRJEB34663	SAMEA6264079
GCA_003055645.1	ASM305564v1	Pseudomonas fluorescens		MS82					PRJNA449586	SAMN08912468
GCF_003055645.1	ASM305564v1	Pseudomonas fluorescens		MS82					PRJNA449586	SAMN08912468
GCA_016728065.1	ASM1672806v1	Pseudomonas fluorescens		FDAARGOS_1088					PRJNA231221	SAMN16357257
GCF_016728065.1	ASM1672806v1	Pseudomonas fluorescens		FDAARGOS_1088					PRJNA231221	SAMN16357257
GCA_003626995.1	ASM362699v1	Pseudomonas fluorescens		PF08					PRJNA493704	SAMN10141492
GCF_003626995.1	ASM362699v1	Pseudomonas fluorescens		PF08					PRJNA493704	SAMN10141492
GCA_001747385.1	ASM174738v1	Pseudomonas fluorescens		Pt14					PRJNA343408	SAMN05787338
GCF_001747385.1	ASM174738v1	Pseudomonas fluorescens		Pt14					PRJNA343408	SAMN05787338
GCA_931907645.1	MPBAS00001	Pseudomonas [fluorescens] SBW25		SBW25					PRJEA31229	SAMEA2272316
GCA_000262325.2	ASM26232v2	Pseudomonas fluorescens A506		A506					PRJNA67529	SAMN02604280
GCF_000262325.2	ASM26232v2	Pseudomonas fluorescens A506		A506					PRJNA67529	SAMN02604280
GCA_003049825.1	ASM304982v1	Pseudomonas koreensis		P19E3					PRJNA436895	SAMN08634678
GCF_003049825.1	ASM304982v1	Pseudomonas koreensis		P19E3					PRJNA436895	SAMN08634678
GCA_900092355.1	P_veronii_1YdBTEX21	Pseudomonas veronii 1YdBTEX2		1YdBTEX2					PRJEB11417	SAMEA4065459
GCA_004000515.1	ASM400051v1	Pseudomonas poae		CAP-2018					PRJNA509075	SAMN10536902
GCA_036865365.1	ASM3686536v1	Pseudomonas poae		B12_8					PRJNA951732	SAMN34055329
GCA_036865355.1	ASM3686535v1	Pseudomonas poae		P_poae_W11_10					PRJNA951732	SAMN34055330
GCA_018310475.1	ASM1831047v1	Pseudomonas synxantha		27					PRJNA725964	SAMN18916180
GCA_014076455.1	ASM1407645v1	Pseudomonas migulae		R1-9					PRJNA563298	SAMN12671330
GCF_014076455.1	ASM1407645v1	Pseudomonas migulae		R1-9					PRJNA563298	SAMN12671330
GCF_003952245.1	ASM395224v1	Pseudomonas libanensis		DMSP-1					PRJNA509080	SAMN10537036
GCA_036865075.1	ASM3686507v1	Pseudomonas trivialis		P_trivialis_W02_3					PRJNA951732	SAMN34055359
GCF_036865075.1	ASM3686507v1	Pseudomonas trivialis		P_trivialis_W02_3					PRJNA951732	SAMN34055359
GCA_024123875.1	ASM2412387v1	Pseudomonas proteolytica		H160204					PRJNA852201	SAMN29265454
GCF_024123875.1	ASM2412387v1	Pseudomonas proteolytica		H160204					PRJNA852201	SAMN29265454
GCA_024123855.1	ASM2412385v1	Pseudomonas proteolytica		H160203					PRJNA852189	SAMN29264925
GCA_001878715.1	ASM187871v1	Pseudomonas fluorescens		CREA-C16					PRJNA345279	SAMN05860393
GCF_001878715.1	ASM187871v1	Pseudomonas fluorescens		CREA-C16					PRJNA345279	SAMN05860393
GCA_028869255.1	ASM2886925v1	Pseudomonas poae		5BF					PRJNA785658	SAMN23573943
GCF_028869255.1	ASM2886925v1	Pseudomonas poae		5BF					PRJNA785658	SAMN23573943
GCA_000263695.2	ASM26369v2	Pseudomonas fluorescens Q8r1-96		Q8r1-96					PRJNA67537	SAMN02436384
GCF_000263695.1	ASM26369v2	Pseudomonas fluorescens Q8r1-96		Q8r1-96					PRJNA67537	SAMN02436384
GCA_000166515.1	WH6_v1	Pseudomonas fluorescens WH6		WH6					PRJNA46613	SAMN02470777
GCF_000166515.1	WH6_v1	Pseudomonas fluorescens WH6		WH6					PRJNA46613	SAMN02470777
GCA_016937595.1	ASM1693759v1	Pseudomonas cedrina subsp. fulgida		LMG 21467					PRJNA702605	SAMN17975955
GCA_024168725.1	ASM2416872v1	Pseudomonas fluorescens		KOPRI 25853					PRJNA712074	SAMN18251594
GCA_900455485.1	56269_H02	Pseudomonas fluorescens		NCTC3756					PRJEB6403	SAMEA104200664
GCF_900455485.1	56269_H02	Pseudomonas fluorescens		NCTC3756					PRJEB6403	SAMEA104200664
GCA_003732725.1	ASM373272v1	Pseudomonas fluorescens		48D1					PRJNA342848	SAMN05933942
GCF_003732725.1	ASM373272v1	Pseudomonas fluorescens		48D1					PRJNA342848	SAMN05933942
GCA_003732335.1	ASM373233v1	Pseudomonas fluorescens		90F12-2					PRJNA342848	SAMN05933950
GCF_003732335.1	ASM373233v1	Pseudomonas fluorescens		90F12-2					PRJNA342848	SAMN05933950
GCA_003732795.1	ASM373279v1	Pseudomonas fluorescens		89F1					PRJNA342848	SAMN05933948
GCF_003732795.1	ASM373279v1	Pseudomonas fluorescens		89F1					PRJNA342848	SAMN05933948
GCA_902497945.1	PS834	Pseudomonas fluorescens					PS834		PRJEB34261	SAMEA5944713
GCF_902497945.1	PS834	Pseudomonas fluorescens					PS834		PRJEB34261	SAMEA5944713
GCA_014841405.1	ASM1484140v1	Pseudomonas fluorescens		CFBP13573					PRJNA665156	SAMN16237813
GCF_014841405.1	ASM1484140v1	Pseudomonas fluorescens		CFBP13573					PRJNA665156	SAMN16237813
GCA_014842435.1	ASM1484243v1	Pseudomonas fluorescens		CFBP13604					PRJNA665156	SAMN16237065
GCF_014842435.1	ASM1484243v1	Pseudomonas fluorescens		CFBP13604					PRJNA665156	SAMN16237065
GCA_003732815.1	ASM373281v1	Pseudomonas fluorescens		90D7A					PRJNA342848	SAMN05933949
GCF_003732815.1	ASM373281v1	Pseudomonas fluorescens		90D7A					PRJNA342848	SAMN05933949
GCA_005233775.1	ASM523377v1	Pseudomonas fluorescens		CFBP13514					PRJNA459512	SAMN09063676
GCF_005233775.1	ASM523377v1	Pseudomonas fluorescens		CFBP13514					PRJNA459512	SAMN09063676
GCA_030803425.1	ASM3080342v1	Pseudomonas fluorescens		1098					PRJNA709407	SAMN18245267
GCA_902497685.1	PS683	Pseudomonas fluorescens					PS683		PRJEB34261	SAMEA5944696
GCF_902497685.1	PS683	Pseudomonas fluorescens					PS683		PRJEB34261	SAMEA5944696
GCA_902498175.1	PS907	Pseudomonas fluorescens					PS907		PRJEB34261	SAMEA5944734
GCF_902498175.1	PS907	Pseudomonas fluorescens					PS907		PRJEB34261	SAMEA5944734
GCA_006540245.1	ASM654024v1	Pseudomonas fluorescens		NBRC 15842					PRJDB6068	SAMD00097596
GCF_006540245.1	ASM654024v1	Pseudomonas fluorescens		NBRC 15842					PRJDB6068	SAMD00097596
GCA_002237665.1	ASM223766v1	Pseudomonas fluorescens		EC1					PRJNA394120	SAMN07349395
GCF_002237665.1	ASM223766v1	Pseudomonas fluorescens		EC1					PRJNA394120	SAMN07349395
GCA_002263675.1	ASM226367v1	Pseudomonas fluorescens		SC1					PRJNA394120	SAMN07349398
GCF_002263675.1	ASM226367v1	Pseudomonas fluorescens		SC1					PRJNA394120	SAMN07349398
GCA_902497955.1	PS887	Pseudomonas fluorescens					PS887		PRJEB34261	SAMEA5944727
GCF_902497955.1	PS887	Pseudomonas fluorescens					PS887		PRJEB34261	SAMEA5944727
GCA_004794015.1	ASM479401v1	Pseudomonas fluorescens		LoriBL					PRJNA530714	SAMN11344633
GCF_004794015.1	ASM479401v1	Pseudomonas fluorescens		LoriBL					PRJNA530714	SAMN11344633
GCA_000801915.1	PfAU12271	Pseudomonas fluorescens		AU12271					PRJNA262950	SAMN03092895
GCF_000801915.1	PfAU12271	Pseudomonas fluorescens		AU12271					PRJNA262950	SAMN03092895
GCA_003349815.1	ASM334981v1	Pseudomonas fluorescens		AG1429					PRJNA463051	SAMN09075456
GCF_003349815.1	ASM334981v1	Pseudomonas fluorescens		AG1429					PRJNA463051	SAMN09075456
GCA_902497705.1	PS663	Pseudomonas fluorescens					PS663		PRJEB34261	SAMEA5944690
GCF_902497705.1	PS663	Pseudomonas fluorescens					PS663		PRJEB34261	SAMEA5944690
GCA_014839275.1	ASM1483927v1	Pseudomonas fluorescens		CFBP8768					PRJNA665156	SAMN16237480
GCF_014839275.1	ASM1483927v1	Pseudomonas fluorescens		CFBP8768					PRJNA665156	SAMN16237480
GCA_902498185.1	PS910	Pseudomonas fluorescens					PS910		PRJEB34261	SAMEA5944735
GCF_902498185.1	PS910	Pseudomonas fluorescens					PS910		PRJEB34261	SAMEA5944735
GCA_902497735.1	PS634	Pseudomonas fluorescens					PS634		PRJEB34261	SAMEA5944682
GCF_902497735.1	PS634	Pseudomonas fluorescens					PS634		PRJEB34261	SAMEA5944682
GCA_002417665.1	ASM241766v1	Pseudomonas fluorescens		CH267					PRJNA407797	SAMN07703430
GCF_002417665.1	ASM241766v1	Pseudomonas fluorescens		CH267					PRJNA407797	SAMN07703430
GCA_018614855.1	ASM1861485v1	Pseudomonas fluorescens		ISL-23					PRJNA291433	SAMN18298943
GCF_018614855.1	ASM1861485v1	Pseudomonas fluorescens		ISL-23					PRJNA291433	SAMN18298943
GCA_018614715.1	ASM1861471v1	Pseudomonas fluorescens		ISL-29					PRJNA291433	SAMN18298946
GCF_018614715.1	ASM1861471v1	Pseudomonas fluorescens		ISL-29					PRJNA291433	SAMN18298946
GCA_902498015.1	PS838	Pseudomonas fluorescens					PS838		PRJEB34261	SAMEA5944714
GCF_902498015.1	PS838	Pseudomonas fluorescens					PS838		PRJEB34261	SAMEA5944714
GCA_006505855.1	ASM650585v1	Pseudomonas fluorescens		CFBP 13502					PRJNA454856	SAMN09044009
GCF_006505855.1	ASM650585v1	Pseudomonas fluorescens		CFBP 13502					PRJNA454856	SAMN09044009
GCA_005233585.1	ASM523358v1	Pseudomonas fluorescens		CFBP13517					PRJNA459502	SAMN09064884
GCF_005233585.1	ASM523358v1	Pseudomonas fluorescens		CFBP13517					PRJNA459502	SAMN09064884
GCA_902497965.1	PS874	Pseudomonas fluorescens					PS874		PRJEB34261	SAMEA5944724
GCF_902497965.1	PS874	Pseudomonas fluorescens					PS874		PRJEB34261	SAMEA5944724
GCA_003001565.1	ASM300156v1	Pseudomonas fluorescens		80446/1					PRJNA436461	SAMN08625926
GCF_003001565.1	ASM300156v1	Pseudomonas fluorescens		80446/1					PRJNA436461	SAMN08625926
GCA_005233695.1	ASM523369v1	Pseudomonas fluorescens		CFBP13510					PRJNA459516	SAMN09062823
GCF_005233695.1	ASM523369v1	Pseudomonas fluorescens		CFBP13510					PRJNA459516	SAMN09062823
GCA_902498075.1	PS903	Pseudomonas fluorescens					PS903		PRJEB34261	SAMEA5944732
GCF_902498075.1	PS903	Pseudomonas fluorescens					PS903		PRJEB34261	SAMEA5944732
GCA_902497835.1	PS706	Pseudomonas fluorescens					PS706		PRJEB34261	SAMEA5944703
GCF_902497835.1	PS706	Pseudomonas fluorescens					PS706		PRJEB34261	SAMEA5944703
GCA_002022365.1	ASM202236v1	Pseudomonas fluorescens		G2Y					PRJNA339171	SAMN05589722
GCF_002022365.1	ASM202236v1	Pseudomonas fluorescens		G2Y					PRJNA339171	SAMN05589722
GCA_902497635.1	PS682	Pseudomonas fluorescens					PS682		PRJEB34261	SAMEA5944695
GCF_902497635.1	PS682	Pseudomonas fluorescens					PS682		PRJEB34261	SAMEA5944695
GCA_902498105.1	PS850	Pseudomonas fluorescens					PS850		PRJEB34261	SAMEA5944717
GCF_902498105.1	PS850	Pseudomonas fluorescens					PS850		PRJEB34261	SAMEA5944717
GCA_902497935.1	PS708	Pseudomonas fluorescens					PS708		PRJEB34261	SAMEA5944704
GCF_902497935.1	PS708	Pseudomonas fluorescens					PS708		PRJEB34261	SAMEA5944704
GCA_002022265.1	ASM202226v1	Pseudomonas fluorescens		AH4					PRJNA339171	SAMN05589716
GCF_002022265.1	ASM202226v1	Pseudomonas fluorescens		AH4					PRJNA339171	SAMN05589716
GCA_012273675.1	ASM1227367v1	Pseudomonas fluorescens		B98SK52					PRJNA622274	SAMN14506234
GCF_012273675.1	ASM1227367v1	Pseudomonas fluorescens		B98SK52					PRJNA622274	SAMN14506234
GCA_902497865.1	PS689	Pseudomonas fluorescens					PS689		PRJEB34261	SAMEA5944700
GCF_902497865.1	PS689	Pseudomonas fluorescens					PS689		PRJEB34261	SAMEA5944700
GCA_034044755.1	ASM3404475v1	Pseudomonas fluorescens		CFBP8992					PRJNA1041598	SAMN38288746
GCA_003940565.1	ASM394056v1	Pseudomonas fluorescens		PF_150					PRJNA497126	SAMN10249180
GCF_003940565.1	ASM394056v1	Pseudomonas fluorescens		PF_150					PRJNA497126	SAMN10249180
GCA_002022335.1	ASM202233v1	Pseudomonas fluorescens		A3422A					PRJNA339171	SAMN05589723
GCF_002022335.1	ASM202233v1	Pseudomonas fluorescens		A3422A					PRJNA339171	SAMN05589723
GCA_000800625.1	PseuPA3G8	Pseudomonas fluorescens		PA3G8					PRJNA236579	SAMN03198228
GCF_000800625.1	PseuPA3G8	Pseudomonas fluorescens		PA3G8					PRJNA236579	SAMN03198228
GCA_000801855.1	PfAU11518	Pseudomonas fluorescens		AU11518					PRJNA262949	SAMN03092894
GCF_000801855.1	PfAU11518	Pseudomonas fluorescens		AU11518					PRJNA262949	SAMN03092894
GCA_016405335.1	ASM1640533v1	Pseudomonas fluorescens		MF2830					PRJNA685056	SAMN17076029
GCF_016405335.1	ASM1640533v1	Pseudomonas fluorescens		MF2830					PRJNA685056	SAMN17076029
GCA_902497795.1	PS684	Pseudomonas fluorescens					PS684		PRJEB34261	SAMEA5944697
GCF_902497795.1	PS684	Pseudomonas fluorescens					PS684		PRJEB34261	SAMEA5944697
GCA_000801775.1	PfAU2989	Pseudomonas fluorescens		AU2989					PRJNA262837	SAMN03086631
GCF_000801775.1	PfAU2989	Pseudomonas fluorescens		AU2989					PRJNA262837	SAMN03086631
GCA_002022255.1	ASM202225v1	Pseudomonas fluorescens		TDH40					PRJNA339171	SAMN05589718
GCF_002022255.1	ASM202225v1	Pseudomonas fluorescens		TDH40					PRJNA339171	SAMN05589718
GCA_003001545.1	ASM300154v1	Pseudomonas fluorescens		74475					PRJNA436461	SAMN08625924
GCF_003001545.1	ASM300154v1	Pseudomonas fluorescens		74475					PRJNA436461	SAMN08625924
GCA_016405555.1	ASM1640555v1	Pseudomonas fluorescens		MF7441					PRJNA685056	SAMN17076050
GCF_016405555.1	ASM1640555v1	Pseudomonas fluorescens		MF7441					PRJNA685056	SAMN17076050
GCA_000801895.1	PfAU14705	Pseudomonas fluorescens		AU14705					PRJNA262952	SAMN03092897
GCF_000801895.1	PfAU14705	Pseudomonas fluorescens		AU14705					PRJNA262952	SAMN03092897
GCA_902497615.1	PS619	Pseudomonas fluorescens					PS619		PRJEB34261	SAMEA5944677
GCF_902497615.1	PS619	Pseudomonas fluorescens					PS619		PRJEB34261	SAMEA5944677
GCA_018417655.1	ASM1841765v1	Pseudomonas fluorescens		B29B					PRJNA670955	SAMN18835170
GCF_018417655.1	ASM1841765v1	Pseudomonas fluorescens		B29B					PRJNA670955	SAMN18835170
GCA_016613245.1	ASM1661324v1	Pseudomonas fluorescens		MF6746					PRJNA685056	SAMN17076034
GCF_016613245.1	ASM1661324v1	Pseudomonas fluorescens		MF6746					PRJNA685056	SAMN17076034
GCA_001908925.1	PSEUfluor_ML11A_v1.0	Pseudomonas fluorescens		ML11A					PRJNA357271	SAMN06140193
GCF_001908925.1	PSEUfluor_ML11A_v1.0	Pseudomonas fluorescens		ML11A					PRJNA357271	SAMN06140193
GCA_012273645.1	ASM1227364v1	Pseudomonas fluorescens		B98SM8					PRJNA622274	SAMN14506235
GCF_012273645.1	ASM1227364v1	Pseudomonas fluorescens		B98SM8					PRJNA622274	SAMN14506235
GCA_001466915.1	ASM146691v1	Pseudomonas fluorescens		ICMP3636					PRJNA296741	SAMN04102827
GCF_001466915.1	ASM146691v1	Pseudomonas fluorescens		ICMP3636					PRJNA296741	SAMN04102827
GCA_001444295.1	Pseudomonas fluorescens GcM5-1A	Pseudomonas fluorescens		GcM5-1A					PRJNA244621	SAMN02727819
GCF_001444295.1	Pseudomonas fluorescens GcM5-1A	Pseudomonas fluorescens		GcM5-1A					PRJNA244621	SAMN02727819
GCA_902497655.1	PS664	Pseudomonas fluorescens					PS664		PRJEB34261	SAMEA5944691
GCF_902497655.1	PS664	Pseudomonas fluorescens					PS664		PRJEB34261	SAMEA5944691
GCA_946222975.1	s05vuyN4gX_bin.31.MAG	Pseudomonas fluorescens					s05vuyN4gX_bin.31.MAG		PRJEB47281	SAMEA110089136
GCA_016613035.1	ASM1661303v1	Pseudomonas fluorescens		MF7450					PRJNA685056	SAMN17076055
GCF_016613035.1	ASM1661303v1	Pseudomonas fluorescens		MF7450					PRJNA685056	SAMN17076055
GCA_910577485.1	MGBC103398	Pseudomonas fluorescens					MGBC103398		PRJEB45234	SAMEA8805021
GCA_902497805.1	PS687	Pseudomonas fluorescens					PS687		PRJEB34261	SAMEA5944699
GCF_902497805.1	PS687	Pseudomonas fluorescens					PS687		PRJEB34261	SAMEA5944699
GCA_001542705.1	ASM154270v1	Pseudomonas fluorescens		Ps_77					PRJNA262724	SAMN03085510
GCF_001542705.1	ASM154270v1	Pseudomonas fluorescens		Ps_77					PRJNA262724	SAMN03085510
GCA_000876175.1	ASM87617v1	Pseudomonas fluorescens		DSM 8569					PRJNA271924	SAMN03279759
GCF_000876175.1	ASM87617v1	Pseudomonas fluorescens		DSM 8569					PRJNA271924	SAMN03279759
GCA_018373595.1	ASM1837359v1	Pseudomonas fluorescens					L2_039_000G1_dasL2_039_000G1_concoct_43		PRJNA698986	SAMN17801501
GCA_018614805.1	ASM1861480v1	Pseudomonas fluorescens		ISL-25					PRJNA291433	SAMN18298944
GCF_018614805.1	ASM1861480v1	Pseudomonas fluorescens		ISL-25					PRJNA291433	SAMN18298944
GCA_003417575.1	ASM341757v1	Pseudomonas fluorescens		ATCC 13525					PRJNA486371	SAMN09844436
GCF_003417575.1	ASM341757v1	Pseudomonas fluorescens		ATCC 13525					PRJNA486371	SAMN09844436
GCA_963530035.1	ERR9969147_bin.4_MetaWRAP_v1.3_MAG	Pseudomonas fluorescens					ERR9969147_bin.4_MetaWRAP_v1.3_MAG		PRJEB65351	SAMEA114445209
GCA_016009125.1	ASM1600912v1	Pseudomonas fluorescens		PSB00019					PRJNA475751	SAMN10436434
GCF_016009125.1	ASM1600912v1	Pseudomonas fluorescens		PSB00019					PRJNA475751	SAMN10436434
GCA_002294345.1	ASM229434v1	Pseudomonas fluorescens					UBA879		PRJNA348753	SAMN06455319
GCA_012273665.1	ASM1227366v1	Pseudomonas fluorescens		B98C39					PRJNA622274	SAMN14506233
GCF_012273665.1	ASM1227366v1	Pseudomonas fluorescens		B98C39					PRJNA622274	SAMN14506233
GCA_902497675.1	PS681	Pseudomonas fluorescens					PS681		PRJEB34261	SAMEA5944694
GCF_902497675.1	PS681	Pseudomonas fluorescens					PS681		PRJEB34261	SAMEA5944694
GCA_002909035.1	ASM290903v1	Pseudomonas fluorescens		PL5.4					PRJNA431083	SAMN08383775
GCF_002909035.1	ASM290903v1	Pseudomonas fluorescens		PL5.4					PRJNA431083	SAMN08383775
GCA_009765425.1	ASM976542v1	Pseudomonas fluorescens		BAV 3226					PRJNA576872	SAMN13012104
GCF_009765425.1	ASM976542v1	Pseudomonas fluorescens		BAV 3226					PRJNA576872	SAMN13012104
GCA_003700185.1	ASM370018v1	Pseudomonas fluorescens		ICMP 3636					PRJNA292453	SAMN03976442
GCF_003700185.1	ASM370018v1	Pseudomonas fluorescens		ICMP 3636					PRJNA292453	SAMN03976442
GCA_003241595.1	ASM324159v1	Pseudomonas fluorescens					S2_006_000_R2_63		PRJNA376580	SAMN07426563
GCA_009912315.1	ASM991231v1	Pseudomonas fluorescens					cluster_DBSCAN_round34_1		PRJNA531449	SAMN12995586
GCA_001414285.1	ATCC948-1	Pseudomonas fluorescens		ATCC 948 substr. 1					PRJNA264995	SAMN03144956
GCF_001414285.1	ATCC948-1	Pseudomonas fluorescens		ATCC 948 substr. 1					PRJNA264995	SAMN03144956
GCA_016199775.1	ASM1619977v1	Pseudomonas fluorescens					NC_groundwater_1061_Pr2_B-0.1um_60_12		PRJNA640378	SAMN15435700
GCA_001414295.1	ATCC948-2	Pseudomonas fluorescens		ATCC 948 substr. 2					PRJNA264995	SAMN03144970
GCF_001414295.1	ATCC948-2	Pseudomonas fluorescens		ATCC 948 substr. 2					PRJNA264995	SAMN03144970
GCA_028715475.1	ASM2871547v1	Pseudomonas fluorescens					STD1_8		PRJNA900590	SAMN32734392
GCA_001467205.1	ASM146720v1	Pseudomonas fluorescens ABAC62		ABAC62					PRJNA295872	SAMN04092565
GCA_000511155.2	v1	Pseudomonas fluorescens FH5		FH5					PRJNA186801	SAMN02597452
GCF_000511155.2	v1	Pseudomonas fluorescens FH5		FH5					PRJNA186801	SAMN02597452
GCA_000275925.1	ASM27592v1	Pseudomonas fluorescens NZ052		NZ052					PRJNA32037	SAMN02471725
GCF_000275925.1	ASM27592v1	Pseudomonas fluorescens NZ052		NZ052					PRJNA32037	SAMN02471725
GCA_000334015.1	BRIP34879v2.0	Pseudomonas fluorescens BRIP34879		BRIP34879					PRJNA169520	SAMN02469655
GCF_000334015.1	BRIP34879v2.0	Pseudomonas fluorescens BRIP34879		BRIP34879					PRJNA169520	SAMN02469655
GCA_000276585.1	ASM27658v1	Pseudomonas fluorescens NZ011		NZ011					PRJNA32035	SAMN02471726
GCF_000276585.1	ASM27658v1	Pseudomonas fluorescens NZ011		NZ011					PRJNA32035	SAMN02471726
GCA_000285355.1	ASM28535v1	Pseudomonas fluorescens Wayne1		Wayne1					PRJNA65793	SAMEA3138415
GCF_000285355.1	ASM28535v1	Pseudomonas fluorescens Wayne1		Wayne1					PRJNA65793	SAMEA3138415
GCA_000285955.1	ASM28595v1	Pseudomonas fluorescens Wayne1		Wayne1					PRJNA65793	SAMEA3138418
GCF_000285955.1	ASM28595v1	Pseudomonas fluorescens Wayne1		Wayne1					PRJNA65793	SAMEA3138418
GCA_000275905.1	ASM27590v1	Pseudomonas fluorescens NZI7		NZI7					PRJNA32039	SAMN02471730
GCF_000275905.1	ASM27590v1	Pseudomonas fluorescens NZI7		NZI7					PRJNA32039	SAMN02471730
GCA_000280805.1	ASM28080v1	Pseudomonas fluorescens NZ007		NZ007					PRJNA41635	SAMN02471734
GCF_000280805.1	ASM28080v1	Pseudomonas fluorescens NZ007		NZ007					PRJNA41635	SAMN02471734
GCA_000285615.1	ASM28561v1	Pseudomonas fluorescens Wood1R		WoodR1					PRJEA73041	SAMEA2272645
GCF_000285615.1	ASM28561v1	Pseudomonas fluorescens Wood1R		WoodR1					PRJEA73041	SAMEA2272645
GCA_001856885.1	ASM185688v1	Pseudomonas koreensis		IMBL1					PRJNA345290	SAMN05860607
GCF_001856885.1	ASM185688v1	Pseudomonas koreensis		IMBL1					PRJNA345290	SAMN05860607
GCA_003205315.1	ASM320531v1	Pseudomonas koreensis		LB-090714					PRJNA474049	SAMN09295221
GCF_003205315.1	ASM320531v1	Pseudomonas koreensis		LB-090714					PRJNA474049	SAMN09295221
GCA_003205355.1	ASM320535v1	Pseudomonas koreensis		57B-090624					PRJNA474049	SAMN09295220
GCF_003205355.1	ASM320535v1	Pseudomonas koreensis		57B-090624					PRJNA474049	SAMN09295220
GCA_918698275.1	SRABI89	Pseudomonas koreensis					Bi89		PRJEB42773	SAMEA7892364
GCA_900660425.1	strain_16-537536	Pseudomonas koreensis					Strain_16-537536_assembly		PRJEB30245	SAMEA5175134
GCF_900660425.1	strain_16-537536	Pseudomonas koreensis					Strain_16-537536_assembly		PRJEB30245	SAMEA5175134
GCA_022647545.1	ASM2264754v1	Pseudomonas veronii					UW_DM_PSEUD1_1		PRJNA768576	SAMN22441909
GCA_002029325.1	ASM202932v1	Pseudomonas veronii		VI4T1					PRJNA369437	SAMN06286308
GCF_002029325.1	ASM202932v1	Pseudomonas veronii		VI4T1					PRJNA369437	SAMN06286308
GCA_964031805.1	cycles.exp.s121	Pseudomonas azotoformans					cycles.exp.s121		PRJEB73309	SAMEA115399756
GCA_003701995.1	ASM370199v1	Pseudomonas azotoformans		ICMP 14360					PRJNA292453	SAMN03976368
GCF_003701995.1	ASM370199v1	Pseudomonas azotoformans		ICMP 14360					PRJNA292453	SAMN03976368
GCA_964031695.1	cycles.exp.s152	Pseudomonas azotoformans					cycles.exp.s152		PRJEB73309	SAMEA115399787
GCA_964031775.1	cycles.exp.s167	Pseudomonas azotoformans					cycles.exp.s167		PRJEB73309	SAMEA115399802
GCA_964031845.1	cycles.exp.s131	Pseudomonas azotoformans					cycles.exp.s131		PRJEB73309	SAMEA115399766
GCA_964031555.1	cycles.exp.s133	Pseudomonas azotoformans					cycles.exp.s133		PRJEB73309	SAMEA115399768
GCA_964031545.1	cycles.exp.s180	Pseudomonas azotoformans					cycles.exp.s180		PRJEB73309	SAMEA115399815
GCA_964031365.1	cycles.exp.s141	Pseudomonas azotoformans					cycles.exp.s141		PRJEB73309	SAMEA115399776
